Node1	Node2	PMID
fenofibrate	rs4149056	
fenofibrate	rs4238001	18542840
fenofibrate	rs7412	12042669
fenofibrate	rs676210	20724655
fenofibrate	rs780094	19056598
fenofibrate	rs135543	22547144
fenofibrate	rs135550	22547144
fenofibrate	rs4253778	15608561
fenofibrate	rs9626730	22547144
fenofibrate	rs1800795	16607077
fenofibrate	rs320	19207029
fenofibrate	rs2230806	20346718
fenofibrate	rs2230808	20346718
fenofibrate	rs114577328	28043905
selective beta-2-adrenoreceptor agonists	rs1540339	15282200
selective beta-2-adrenoreceptor agonists	rs2239179	15282200
selective beta-2-adrenoreceptor agonists	rs2781659	18617639
selective beta-2-adrenoreceptor agonists	rs255100	18408560
selective beta-2-adrenoreceptor agonists	rs2267715	18408560
selective beta-2-adrenoreceptor agonists	rs2284220	18408560
selective beta-2-adrenoreceptor agonists	rs2853209	36766510
selective beta-2-adrenoreceptor agonists	rs3918396	36766510
rs6305	Analgesics	25096645
rs6305	Antiinflammatory agents, non-steroids	25096645
rs6305	Ergot alkaloids	25096645
rs6305	sumatriptan	25096645
rs6305	opioids	25096645
thyrotropin alfa	rs6166	21121812;37824400
palbociclib	rs759922342	34369425
rs255100	selective beta-2-adrenoreceptor agonists	18408560
rs4731448	mercaptopurine	24624911
rs4731448	thioguanine	24624911
rs60139309	fluorouracil	24648345
rs60139309	capecitabine	
rs4752219	Platinum compounds	25732572
rs9657182	interferon alfa-2a, recombinant	21691274
rs11749035	bupropion	22495174
rs11749035	nicotine	22495174
rs117951771	fluorouracil	29593529
rs117951771	cyclophosphamide	29593529
rs117951771	epirubicin	29593529
rs865429	alendronate	26250343
rs777924668	pregnenolone	38580665
rs1978153	morphine	26810133
rs201035051	capecitabine	
desethyl hydroxychloroquine	rs1135840	26316040
rs4149601	diuretics	18591455;21052022;23353631
rs4149601	Aldosterone antagonists	21052022
rs4149601	Beta blocking agents, selective	21052022
rs4149601	amiloride	21052022
rs193922753	desflurane	16163667;16917943;25658027
rs193922753	caffeine	16163667
rs193922753	enflurane	16163667;16917943;25658027
rs193922753	halothane	16163667;16917943;25658027
rs193922753	isoflurane	16163667;16917943;25658027
rs193922753	methoxyflurane	16163667;16917943;25658027
rs193922753	sevoflurane	16163667;16917943;25658027
rs193922753	succinylcholine	16163667;16917943;25658027
rs909530	teneligliptin	34512362
rs909530	tacrolimus	28084894
rs2592551	warfarin	24148610
rs2832407	topiramate	19331489
CYP2C19 extensive metabolizer	lansoprazole	24996380
rs3761372	methylphenidate	29382897
atazanavir / ritonavir	rs4149056	31124411
atazanavir / ritonavir	rs776746	31124411
rs363226	bupropion	22947179
rs204047	methadone	31907389
rs9567733	antipsychotics	27272046
rs75967634	ethanol	32451486
simvastatin	rs1137101	14625131;18854995
simvastatin	rs3917643	19027114
simvastatin	rs11807862	24096969
simvastatin	rs717620	22186618;30024814
simvastatin	rs1935349	17600820
simvastatin	rs662799	19530961;29695967
simvastatin	rs2276307	17600820
simvastatin	rs12422149	24598718
simvastatin	rs4149081	22668755
simvastatin	rs8014194	20339536
simvastatin	rs1346268	23995691
simvastatin	rs1719247	23995691
simvastatin	rs1800588	16103896
simvastatin	rs4673	15936011
simvastatin	rs5882	17931083
simvastatin	rs2003569	25493567
simvastatin	rs11887534	34173968
simvastatin	rs12052787	25493567
simvastatin	rs3892097	31806882
simvastatin	rs4253728	23930676;24598718
simvastatin	rs35742686	31806882
simvastatin	rs11716445	23166513
simvastatin	rs12487736	16158080
simvastatin	rs3846662	18559695
simvastatin	rs17238540	15199031;16103896;17563401;18261733;18332269;18815589
simvastatin	rs17244841	18815589;15199031;18332269
simvastatin	rs1063320	25266681
simvastatin	rs6924995	27071970
simvastatin	rs662	16238680;18430057;19904013
simvastatin	rs705379	16238680;19904013
simvastatin	rs2230806	31806882
simvastatin	rs12003906	20031551
simvastatin	rs193922826	30325262
simvastatin	rs141678782	30325262
simvastatin	rs377474103	30325262
simvastatin	rs1225367412	30325262
simvastatin	rs76103438	34061827
rs2070744	fluorouracil	19671875
rs2070744	diuretics	19650939
rs2070744	sunitinib	22948895
rs2070744	Antihypertensives	19650939;19704415
rs2070744	Antihypertensives And Diuretics In Combination	19650939;19704415
rs2070744	atorvastatin	16938300;16962929;19104789
rs2070744	cyclophosphamide	19671875
rs2070744	doxorubicin	19671875
rs2070744	enalapril	22706620
rs2070744	methotrexate	19671875
rs2070744	sildenafil	22064666
rs2070744	sorafenib	27058899
rs145308399	nicotine	34476898
rs3192723	methadone	30420869
rs6001093	heroin	25521358
rs4845625	tocilizumab	36145690
rs10741058	antipsychotics	30032160
rs3793790	donepezil	25730470
rs3793790	galantamine	25730470
rs3793790	nicotine	20383528
rs3793790	rivastigmine	25730470
rs9906827	everolimus	28727815
tamoxifen-n-glucuronide	rs2011425	27098059
rs7643038	methotrexate	27566582
rs7824175	morphine	
rs61692318	duloxetine	29407288
daptomycin	rs1045642	25239468
rs2622604	erlotinib	18309947
rs2622604	irinotecan	19696792
rs652888	Antithyroid Preparations	27157822
rs115457081	fluorouracil	29593529
rs115457081	cyclophosphamide	29593529
rs115457081	epirubicin	29593529
rs3759811	letrozole	26463708
rs3759811	triglycerides	26463708
rs2010851	fluorouracil	23817222
rs17047764	antipsychotics	20373477;27217270
benazepril	rs699	17261659
benazepril	rs4762	17261659;21449848
benazepril	rs5051	25143324
benazepril	rs7079	17261659;21449848
benazepril	rs1801131	16081343
benazepril	rs2106089	21449848
benazepril	rs2229437	20079160
benazepril	rs2640543	21449848
rs4803219	peginterferon alfa-2a	19749757;21346780
rs4803219	peginterferon alfa-2b	19749757;21346780
rs4803219	ribavirin	19749757;21346780
rs267606617	amikacin	10661905;20353758;24703164;27427311;9164619
rs267606617	netilmicin	
rs267606617	paromomycin	10915767;12054632;12127547;19687236;21828074;9315872
rs267606617	plazomicin	
rs267606617	isepamicin	11174059
rs267606617	hygromycin b	9315872
rs267606617	dibekacin	
rs267606617	ribostamycin	
rs267606617	kanamycin	12127547;14699607;15708009;16152638;16375862;19687236;20100600;21205314;8414970;9164619;9315872
rs267606617	neomycin	12054632;12127547;19687236;9164619;9315872
rs267606617	aminoglycoside antibacterials	10633132;11857751;14699607;15841390;15917167;16152638;16168391;16458854;16955413;17341440;17999439;18386806;18790089;18820594;19835846;20100600;20111055;21162657;21205314;21504270;21725156;21777984;22475488;22879993;23256547;25515069;25744662;29805548;8285309;9111378;9490575
rs79663562	allopurinol	30924126
rs3745274	imatinib	24293093
rs3745274	3,4-methylenedioxymethamphetamine	28117133
rs3745274	non-nucleoside reverse transcriptase inhibitors	22951632
rs3745274	Antivirals for treatment of HIV infections, combinations	22162992
rs3745274	Drugs For Treatment Of Tuberculosis	22162992
rs3745274	mitotane	23524664
rs3745274	efavirenz / emtricitabine / tenofovir disoproxil	
rs3745274	(R)-methadone	30907440
rs3745274	(S)-methadone	30907440
rs3745274	hydroxybupropion	33124517
rs3745274	levonorgestrel	28187506
rs3745274	propofol	26141406
rs3745274	tramadol	32538291
rs7387065	hydrochlorothiazide	25695618
rs1169288	rosuvastatin	21094359
rs729559	dextromethorphan	38050015
rs6001366	corticosteroids	30697902
egfr inhibitors	rs2459693	22158333
egfr inhibitors	rs2677760	22158333
egfr inhibitors	rs2699905	22158333
egfr inhibitors	rs6443624	22158333
egfr inhibitors	rs3730089	26419366
egfr inhibitors	rs712829	18006781
egfr inhibitors	rs2227983	16788380;18006781;22158333;23959273
egfr inhibitors	rs2293348	26419366
egfr inhibitors	rs17172437	26419366
egfr inhibitors	rs73420732	26419366
rs774072493	succinylcholine	33774263
rs10121600	nicotine	20084518
rs192863857	desflurane	36601426
rs192863857	isoflurane	36601426
rs192863857	sevoflurane	36601426
rs1800100	ivacaftor	23891399
rs2075685	fluorouracil	28796378
rs2075685	Platinum compounds	28796378
rs2075685	radiotherapy	28796378
rs878949	antipsychotics	21808285
rs2071554	Platinum compounds	24755914
rs2069885	Tumor necrosis factor alpha (TNF-alpha) inhibitors	36361964
rs1799752	salvianolic acid b	24827774
rs1799752	acetylcholine	10334805
rs1799752	atorvastatin	16116691
rs1799752	bumetanide	20877298
rs1799752	captopril	12832683;19286758;20830509;8806248;9069453;9551410;9869506
rs1799752	enalapril	10880412;12799093;16020596;19319668;25002132;8538349;8986921;9661139
rs1799752	fluoxetine	27262302
rs1799752	fluvastatin	10636265
rs1799752	furosemide	20877298
rs1799752	hydrochlorothiazide	12371972;16450155;21269061
rs1799752	perindopril	11007831;11699055;15788353
rs1799752	pravastatin	12695469
rs1799752	sertraline	27262302
rs1799752	nitroprusside	10334805
rs1799752	torasemide	20877298
rs4994	Thiazides, plain	15824464
rs4994	olanzapine	19193342
nilotinib	rs1695	35527244
nilotinib	rs1061018	24322003
nilotinib	rs2231137	24322003
nilotinib	rs2231142	24322003
nilotinib	rs41282401	24322003
nilotinib	rs58818712	24322003
nilotinib	rs121913459	25950190
prednisone	rs1891059	26590194
prednisone	rs17021408	26590194
prednisone	rs80223967	26590194
prednisone	rs3824662	24141364
prednisone	rs4673	19448608
prednisone	rs45445694	15713801
prednisone	rs4553808	21228734
prednisone	rs79085477	26590194
prednisone	rs117532069	26590194
prednisone	rs1051266	17325736
prednisone	rs639174	24614921
prednisone	rs3957357	19448608;29938344
prednisone	rs1045642	12175731
prednisone	rs1799983	16013960
prednisone	rs2229109	25637052
prednisone	rs141059755	26590194
prednisone	rs1801157	27173875
prednisone	rs3894049	28244807
prednisone	rs2280055	28244807
prednisone	rs12402181	30479191
prednisone	rs6196	29207898
prednisone	rs258751	29207898
prednisone	rs10052957	29207898
prednisone	rs4674470	30479191
prednisone	rs6977967	30479191
prednisone	rs8667	30479191
prednisone	rs5333	30672385
rs4842198	docetaxel	24193570
rs7851395	carboplatin	22725681
rs7851395	cisplatin	22725681
rs111888148	desflurane	16917943;19191329;19191333
rs111888148	ryanodine	27646467
rs111888148	enflurane	16917943;19191329;19191333
rs111888148	halothane	16917943;19191329;19191333
rs111888148	isoflurane	16917943;19191329;19191333
rs111888148	methoxyflurane	16917943;19191329;19191333
rs111888148	sevoflurane	16917943;19191329;19191333
rs111888148	succinylcholine	16917943;19191329;19191333
rs4897302	corticosteroids	30697902
rs1355368	methylphenidate	25989180
protease inhibitors	rs5128	16417409
protease inhibitors	rs2854116	16417409
protease inhibitors	rs2854117	16417409
protease inhibitors	rs11854484	26071337
protease inhibitors	rs1127354	26071337
rs141213385	capecitabine	28715540
CYP2C19 intermediate metabolizer	voriconazole	25558073
rs3749598	purine analogues	23570467
rs2074900	ticagrelor	35280252
rs5219	metformin	16595597
rs5219	repaglinide	20054294
rs5219	tacrolimus	22264780
rs766432	hydroxyurea	28639471
rs7793861	glyburide	27403931
rs2229109	aripiprazole	29443543
rs2229109	valganciclovir	27402191
rs2229109	vindesine	25637052
rs2229109	amisulpride	29443543
rs2229109	bleomycin	25637052
rs2229109	cytarabine	20938465
rs2229109	methotrexate	25582575
rs2229109	olanzapine	29443543
rs2229109	paclitaxel	12065748
rs2229109	prednisolone	25582575
rs2229109	prednisone	25637052
rs2229109	rituximab	25637052
rs2229109	temozolomide	31624332
rs2229109	vincristine	25582575;25637052
rs588076	calcium channel blockers	24192120
rs3804099	adalimumab	35852914
rs3804099	Tumor necrosis factor alpha (TNF-alpha) inhibitors	24776844
rs3804099	infliximab	35852914
rs2472304	erlotinib	25408262
rs2472304	caffeine	21281405
rs2472304	paroxetine	21121774
cidofovir	rs11568626	15864112;15914676;26287941
rs35932500	gemcitabine	16551864
rs2276332	ethanol	19193628
rs1969376664	efavirenz	39218044
rs1969376664	propofol	39218044
clopidogrel thiol metabolite H4	rs4244285	28914344
clopidogrel thiol metabolite H4	rs9732195	28207573
clopidogrel thiol metabolite H4	rs187941554	28207573
rs7142881	iloperidone	18521091
rs117491755	isoniazid	33135175
rs9561778	fluorouracil	19696793
rs9561778	doxorubicin	19696793
rs495794	citalopram	22795047
rs495794	fluoxetine	22795047
rs495794	paroxetine	22795047
rs495794	sertraline	22795047
rs4775936	letrozole	26463708
rs4775936	triglycerides	26463708
rs200238771	bupropion	38596098
rs200238771	efavirenz	38596098
rs2873804	bupropion	22947179
follitropin beta	rs6166	10999835;21121812;30829738;37824400
rs2461817	voriconazole	31932875
rs2461817	etonogestrel	30870275
rs2461817	carbamazepine	23252947
rs10912675	nicotine	21540762
rs524731	ethanol	16476706;18433502
rs524731	cocaine	16476706
rs524731	opioids	16476706;25744370
rs524731	heroin	16476706;25744370
rs1801701	irbesartan	15614026
rs1705772	gemcitabine	24225399
rs430397	Platinum compounds	21940774
rs622342	Anticholinergics	20680652
rs622342	Dopamine agonists	20680652
rs622342	amantadine	20680652
rs622342	levodopa	20680652
rs622342	selegiline	20680652
rs11568372	odevixibat	
rs11568563	celiprolol	34585840
rs3842	dabigatran	36145636
rs3842	rivaroxaban	36145636
rs3842	edoxaban	36145636
rs3842	apixaban	36145636
rs3842	olanzapine	33378980
rs3213619	atenolol	24116192
rs3213619	cyclophosphamide	24599932
rs3213619	epirubicin	24599932
rs3213619	paclitaxel	24599932;26763541
quetiapine	rs324420	20631561;23799528
quetiapine	rs951439	17588543
quetiapine	rs1801133	33858192
quetiapine	rs35793	22920393
quetiapine	rs7912580	24751813
quetiapine	rs1800497	23859574
quetiapine	rs1806201	23859574
quetiapine	rs2412459	24751813
quetiapine	rs489693	22566560;23920449
quetiapine	rs17782313	23920449
quetiapine	rs4818	26282453
quetiapine	rs6269	26282453
quetiapine	rs6280	25025989
quetiapine	rs10042486	22120873
quetiapine	rs1415744	27092952
quetiapine	rs680055	25150845
quetiapine	rs776746	24240480
quetiapine	rs518147	29441581
quetiapine	rs3813928	20504252
quetiapine	rs5993883	26282453
quetiapine	rs502046	19156168
quetiapine	rs3888190	28694205
quetiapine	rs1000940	28694205
quetiapine	rs498207	20504252
quetiapine	rs12836771	29441581
quetiapine	rs17382202	23241943
quetiapine	rs17742120	23241943
quetiapine	rs2164660	23241943
quetiapine	rs155333	
quetiapine	rs6465938	
rs5030728	Tumor necrosis factor alpha (TNF-alpha) inhibitors	24776844
rs16964189	exemestane	24590773
rs1265112	nevirapine	21810746
rs7126100	vincristine	35752658
rs2069502	somatropin recombinant	23567489
rs6265	Analgesics	25096645
rs6265	Antiinflammatory agents, non-steroids	25096645
rs6265	Ergot alkaloids	25096645
rs6265	metformin	22179955
rs6265	methylphenidate	21733227
rs6265	olanzapine	24595507
rs6265	sumatriptan	25096645
rs6265	opioids	25096645
paliperidone	rs489693	23920449
paliperidone	rs17782313	23920449
paliperidone	rs1045642	29723928
paliperidone	rs3888190	28694205
paliperidone	rs1000940	28694205
paliperidone	rs56240334	27846195
paliperidone	rs28379954	35253216
rs3806596	atazanavir	17058217
rs3806596	deferasirox	27043265;27193993;28346059
rs3806596	ritonavir	17058217
regadenoson	rs17602729	26554440
rs10211	cyclosporine	28952408
rs10211	tacrolimus	31401678
rs1042173	morphine	32432768
rs1042173	ondansetron	21247998
hydroxyzine	rs199472944	19057127
rs6973474	buprenorphine	34488071
indapamide	rs2295490	27793583
hydrocodone	rs35742686	35102242
hydrocodone	rs1799971	23703421
hydrocodone	rs62436463	34061827
hydrocodone	rs739296	34061827
hydrocodone	rs76026520	35102242
rs715171	fluorouracil	21635146
rs715171	cisplatin	21635146
rs715171	mitoxantrone	21635146
rs10879346	mirtazapine	18496129
rs10879346	venlafaxine	18496129
rs10879346	antidepressants	18496129
rs874295	risperidone	22920393
levodopa	rs1799732	27779245
levodopa	rs2298383	25872644
levodopa	rs3761422	25872644
levodopa	rs6280	27779245;30794329
levodopa	rs3836790	25805645
levodopa	rs622342	20680652
levodopa	rs1611115	24809448
rs8014194	atorvastatin	20339536
rs8014194	pravastatin	20339536
rs8014194	simvastatin	20339536
rs5050	aspirin	20824505
rs61908409	duloxetine	29407288
rs6313	efavirenz	23859571
rs2180314	daunorubicin	26230641
rs2180314	doxorubicin	26230641
rs17376848	oxaliplatin	25782327
rs17376848	irinotecan	25782327
rs2053044	ramipril	26111150
rs2299939	carboplatin	20447721
rs2299939	cisplatin	20447721
fremanezumab	rs4680	38071464
fremanezumab	rs12615320	38071464
gemcitabine	rs642990	24225399
gemcitabine	rs814951	22142827
gemcitabine	rs1065634	21636554
gemcitabine	rs1801131	25560468
gemcitabine	rs1801133	21605004
gemcitabine	rs4655226	22838949
gemcitabine	rs7543016	22838950
gemcitabine	rs10916852	22838950
gemcitabine	rs12118636	21636554
gemcitabine	rs35687416	22838950
gemcitabine	rs201045130	26906009
gemcitabine	rs370457585	26906009
gemcitabine	rs374150125	26906009
gemcitabine	rs1127687	22441531
gemcitabine	rs2227310	22441531
gemcitabine	rs10883617	22142827
